figure_id,visual_element,aggregation_rule,source_file,source_paper_ids,source_paper_count,unknown_count,notes
Fig04,Operation and control | any_physical_diagnostic_checked,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,Diplas2026_DOEInjection;ESR_Chan2024_124;TARGET_DRLGeoRisk2026_214483,3,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | direct_field_validation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,Arafath2025_MalayBasinML,1,3,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | controlled_release_ml_validation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,3,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | explicit_ood_testing,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,Attanasi2025_ResourceML;Nassabeh2024_OffshoreSite,2,1,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | explicit_cross_site_testing,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,3,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | uncertainty_calibration_or_posterior_check,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,Attanasi2025_ResourceML,1,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | surrogate_error_propagation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,3,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Screening and characterization | any_physical_diagnostic_checked,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,0,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | direct_field_validation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | controlled_release_ml_validation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | explicit_ood_testing,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,ESR_Kanakaki2025_045,1,1,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | explicit_cross_site_testing,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | uncertainty_calibration_or_posterior_check,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | surrogate_error_propagation,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,,0,2,Cell annotation is positive/total; NR reports not-reported count.
Fig04,Other / cross-cutting | any_physical_diagnostic_checked,positive count divided by full application-group denominator; missing retained,evidence/WP4_VALIDATION_OUTCOME_PROFILES.csv,ESR_Kanakaki2025_045,1,0,Cell annotation is positive/total; NR reports not-reported count.
Fig05,Cauvery Basin,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,ESR_Vishal2025_213,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Ginninderra,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,LOCAL_Feitz2018_Ginninderra,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,GoraeV Basin,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,ESR_Wu2025_042,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,In Salah,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,LOCAL_White2014_InSalahGeomechanicalBehavior,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Malay Basin X field,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,Arafath2025_MalayBasinML,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,QICS,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,LOCAL_Taylor2015_QICS,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,SACROC,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,ESR_Nunez2023_166,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Wellbore-reservoir benchmark,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,ESR_Pan2011_262,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,ZERT,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,LOCAL_Spangler2010_ZERTFacility,1,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,CO2CRC Otway,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,Caspari2015_OtwayRockPhysics;Pevzner2015_OtwayDetectability,2,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Frio pilots,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,Leong2024_SeisCO2Net;LOCAL_Hovorka2006_FrioPermanence,2,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Aquistore,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,TARGET_DRLGeoRisk2026_214483;ESR_Shokri2024_206;LOCAL_Worth2014_AquistoreMMV,3,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Cranfield,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,Lin2020_PressureLeakage;Zhong2019_PressureAnomaly;Meckel2009_CranfieldPDG;ESR_Alfi2016_220;ESR_Anderson2017_373,5,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Sleipner,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,Witte2023_WNO;TARGET_JointInversion2023_2022JB025372;ESR_Chadwick2014_338;Fornel2013_SleipnerDynamicUpdate;LOCAL_Furre2017_Sleipner20Years,5,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
Fig05,Illinois Basin / IBDP,count of source-site relations by evidence role,evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv,ESR_Wang2024_089;ESR_Chan2024_124;ESR_Zhang2025_115;ESR_Nunez2023_166;ESR_Strandli2014_383;IBDP_SoilCO2FluxUpdate,6,0,"Direct ML, context, and benchmark-design roles are mutually classified at relation level."
