paper_id,title,authors,year,venue,doi_or_url,peer_review_status,storage_stage,application_area,application_group,decision_supported,data_regime,field_case,ml_method_family,target_outputs,validation_type,field_validation_category,controlled_release_validation_state,ood_test_category,cross_site_test_state,uncertainty_calibration_category,surrogate_error_propagation_category,mass_conservation_diagnostic,pressure_threshold_diagnostic,plume_volume_diagnostic,geomechanics_diagnostic,geochemistry_diagnostic,rock_physics_diagnostic,sensor_physics_diagnostic,field_evidence_score_state,physical_consistency_score_state,uncertainty_score_state,transferability_score_state,decision_readiness_score_state,wp4_main_claim_eligible
ESR_Hassani2024_118,Machine Learning-Based CO2 Saturation Tracking in Saline Aquifers Using Bottomhole Pressure for Carbon Capture and Storage CCS Projects,H. Hassani; A. Shahbazi; E. Shahbalayev; Z. Hamdi; S. Behjat; M. Bataee,2024,SPE Norway Subsurface Conference,https://doi.org/10.2118/218445-ms,conference_or_proceedings,dynamic_prediction,pressure surrogate,Storage dynamics and surrogates,tracking CO2 saturation evolution using pressure observations,synthetic simulation,not reported,supervised machine learning,CO2 saturation tracking outputs,simulation benchmark,confirmed_absent,confirmed_absent,unseen_parameter_range,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,encoded_or_simplified,scored,scored,scored,scored,scored,yes
ESR_Zhang2025_115,"A Dynamic and Constrained Machine Learning Framework for CO
                    2
                    Saturation Prediction in Geological Carbon Storage Reservoirs",Xiaoming Zhang; Ting Xiao; Nathan Moodie; Zimeng Yu; Brian McPherson,2025,Journal of Geophysical Research: Machine Learning and Computation,https://doi.org/10.1029/2025jh000772,peer_reviewed_journal,dynamic_prediction,plume/saturation surrogate,Storage dynamics and surrogates,plume/saturation forecasting for storage monitoring and model update,field-inspired simulation,Illinois Basin Decatur Project,constrained deep learning,CO2 saturation predictions,field-project-inspired simulation benchmark with transfer/OOD-style tests,confirmed_absent,confirmed_absent,unseen_parameter_range,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Pawar2023_168,Efficient subsurface carbon storage modeling with Fourier neural operator,Suraj Pawar; Pandu Devarakota; Faruk O. Alpak; Jeroen Snippe; Detlef Hohl,2023,Third International Meeting for Applied Geoscience & Energy Expanded Abstracts,https://doi.org/10.1190/image2023-3916936.1,conference_or_proceedings,dynamic_prediction,neural operator surrogate,Storage dynamics and surrogates,rapid simulation response estimates for storage modeling,synthetic simulation,not reported,neural operator,CO2 saturation and pressure buildup,simulation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Zhou2026_127,Multiresolution Fourier Neural Operator Framework: A Novel Approach for Hydro-Geochemical Coupling Modeling in CO2 Geological Storage,Kaihu Zhou; Zhenhua Rui; Ting Hu; ZhenCheng Zhao; Kai Du; Farshid Torabi; Na Liu,2026,IPTC Summit on AI for the Energy Industry,https://doi.org/10.2523/iptc-25187-ms,conference_or_proceedings,dynamic_prediction,neural operator surrogate,Storage dynamics and surrogates,rapid hydro-geochemical response modeling for storage scenarios,synthetic simulation,not reported,neural operator,coupled hydro-geochemical storage response variables,simulation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,encoded_or_simplified,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Tariq2023_174,Physics Informed Surrogate Model Development in Predicting Dynamic Temporal and Spatial Variations During CO2 Injection into Deep Saline Aquifers,Zeeshan Tariq; Bicheng Yan; Shuyu Sun,2023,SPE Reservoir Characterisation and Simulation Conference and Exhibition,https://doi.org/10.2118/212693-ms,conference_or_proceedings,dynamic_prediction,PINN/physics-guided migration,Storage dynamics and surrogates,rapid prediction of injection-stage storage response in saline aquifers,synthetic simulation,not reported,physics-informed surrogate / neural operator,"pressure, saturation, and trapping-related response variables",simulation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Zhang2025_178,"Physics-Informed Neural Networks for CO
                    
                      
                        
                        
                          2
                        
                      
                    
                    migration modeling in stratified saline aquifers: Applications in geological carbon sequestration",Jingjing Zhang; Shao-Ting Chiu; Ulisses Braga-Neto; Eduardo Gildin,2025,Geoenergy Science and Engineering,https://doi.org/10.1016/j.geoen.2025.213689,peer_reviewed_journal,dynamic_prediction,PINN/physics-guided migration,Storage dynamics and surrogates,physics-guided assessment of migration regimes and plume evolution,reduced-physics simulation / analytical regimes,Sleipner used as context or comparison where reported,PINN,CO2 migration / saturation profile,reduced-physics benchmark,field_observation_comparison,ml_evaluated_on_controlled_release,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Nunez2023_166,Transfer learning for geological carbon storage forecasting using neural operator,Andres Nunez; Siddharth Misra; Yusuf Falola,2025,Advances in Water Resources,https://doi.org/10.1016/j.advwatres.2025.104948,peer_reviewed_journal,dynamic_prediction,neural operator surrogate,Storage dynamics and surrogates,rapid pressure/saturation forecasts across geological and engineering scenarios,field-inspired simulation,SACROC and Illinois Basin Decatur Project inspired models,neural operator / transfer learning,pressure and CO2 saturation distributions,transfer-learning simulation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Lozano2025_215,Unified deep-learning workflow for uncertainty reduction in subsurface carbon storage modeling through data assimilation of seismic-inverted CO2 maps,Moises Velasco-Lozano; Bailian Chen; Zhiwei Ma; Rajesh Pawar,2026,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2026.104582,peer_reviewed_journal,monitoring_mrv,Bayesian history matching,"Monitoring, inversion and updating",uncertainty reduction and model updating for storage monitoring,synthetic monitoring,not reported,deep learning plus data assimilation,updated storage model / uncertainty reduction,data-assimilation simulation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,calibrated_or_posterior_checked,confirmed_absent,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Vishal2025_213,"AI-Driven Reservoir Characterization for CO2 Storage: Integrating CNNs for Seismic Interpretation, Machine Learning, and Statistical Validation for Uncertainty Quantification, Risk Mitigation, and Storage Optimization in the Cauvery Basin",Abhinav Vishal,2025,SPE Annual Technical Conference and Exhibition,https://doi.org/10.2118/228830-stu,conference_or_proceedings,characterization_inversion,injection optimization,Operation and control,risk-mitigated site characterization and storage optimization,field-derived case study,Cauvery Basin,CNN and machine learning,"reservoir characterization, uncertainty/risk indicators, and storage optimization outputs",field-case characterization workflow,field_observation_comparison,confirmed_absent,unclear,unclear,not_reported,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Wu2025_042,A Lightweight Machine Learning–Driven Framework for Prediction and Multi-Objective Optimization of Co2 Geological Storage,Xiao Wu; Meixue Liu; Zhejun Hu; Yingqi Huang; Xin Lv; Qingping Li; Yongchen Song; Lei Yang,2025,SSRN,https://doi.org/10.2139/ssrn.5342578,preprint_or_repository_only,operation_control,injection optimization,Operation and control,multi-objective storage operation/design optimization,synthetic simulation,not reported,machine-learning surrogate / optimization,prediction outputs and optimized storage objectives,simulation optimization benchmark,confirmed_absent,confirmed_absent,cross_site_heldout,explicit_heldout_cross_site_test,not_reported,confirmed_absent,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
ESR_Park2025_223,Deep learning-assisted THM-integrated InSAR modeling for CO2 storage characterization and surface deformation forecasting,Eunsil Park; Hyunmin Kim; Hyundon Shin; Honggeun Jo,2025,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2025.104461,peer_reviewed_journal,monitoring_mrv,geomechanics/seal risk,"Leakage, wellbore and containment risk",storage characterization and deformation-risk monitoring,field-inspired simulation,not reported,deep learning,surface deformation forecasts and storage characterization variables,THM/InSAR modeling benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
Shokouhi2021_PhysicsInformedSite,Physics-informed deep learning for prediction of CO2 storage site response,Parisa Shokouhi; Vikas Kumar; Sumedha Prathipati; Seyyed A. Hosseini; Clyde Lee Giles; Daniel Kifer,2021,Journal of Contaminant Hydrology,https://doi.org/10.1016/j.jconhyd.2021.103835,peer_reviewed_journal,dynamic_prediction,PINN/physics-guided migration,Storage dynamics and surrogates,prediction of storage-site response under physics-informed constraints,synthetic simulation,not reported,physics-informed deep learning,CO2 storage site response variables,simulation benchmark,confirmed_absent,confirmed_absent,not_reported,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
Seabra2024_AIEnhancedDA,AI enhanced data assimilation and uncertainty quantification applied to Geological Carbon Storage,Gabriel Serrão Seabra; Nikolaj T. Mücke; Vinicius Luiz Santos Silva; Denis Voskov; Femke C. Vossepoel,2024,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2024.104190,peer_reviewed_journal,monitoring_history_matching,Bayesian history matching,"Monitoring, inversion and updating",posterior forecasting and uncertainty quantification for storage monitoring,synthetic simulation,not reported,neural surrogate plus data assimilation,posterior reservoir states and uncertainty-aware forecasts,data-assimilation simulation benchmark,confirmed_absent,confirmed_absent,unseen_geology_or_faults,confirmed_absent,calibrated_or_posterior_checked,confirmed_absent,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
Gahlot2025_DigitalShadow,An uncertainty-aware digital shadow for underground multimodal CO2 storage monitoring,Abhinav Prakash Gahlot; Rafael Orozco; Ziyi Yin; Grant Bruer; Felix J Herrmann,2025,Geophysical Journal International,https://doi.org/10.1093/gji/ggaf176,peer_reviewed_journal,monitoring_mrv,monitoring design/MRV,Unmapped applications,monitoring update of CO2 plume state and uncertainty for MRV-facing surveillance,synthetic monitoring,not reported,simulation-based inference,posterior CO2 plume-state estimates conditioned on 3D seismic observations,synthetic monitoring benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,calibrated_or_posterior_checked,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,unclear,encoded_or_simplified,scored,scored,scored,scored,scored,yes
Tang2022_DLDataAssimilationForecasting,A deep learning-accelerated data assimilation and forecasting workflow for commercial-scale geologic carbon storage,Hewei Tang; Pengcheng Fu; Christopher S. Sherman; Jize Zhang; Xin Ju; François Hamon; Nicholas A. Azzolina; Matthew Burton-Kelly; Joseph P. Morris,2021,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2021.103488,peer_reviewed_journal,monitoring_history_matching,Bayesian history matching,"Monitoring, inversion and updating",rapid history matching and reservoir forecasting for commercial-scale storage management,synthetic monitoring,not reported,deep learning surrogate plus ensemble data assimilation,dynamic pressure and CO2 plume extents with forecast uncertainty,synthetic monitoring and data-assimilation benchmark,confirmed_absent,confirmed_absent,unseen_geology_or_faults,confirmed_absent,calibrated_or_posterior_checked,confirmed_absent,not_reported,not_reported,not_reported,not_reported,not_reported,encoded_or_simplified,encoded_or_simplified,scored,scored,scored,scored,scored,yes
Teng2024_LikelihoodFreeDA,Likelihood-free inference and hierarchical data assimilation for geological carbon storage,Wenchao Teng; Louis J. Durlofsky,2025,Advances in Water Resources,https://doi.org/10.1016/j.advwatres.2025.104961,peer_reviewed_journal,monitoring_history_matching,Bayesian history matching,"Monitoring, inversion and updating",posterior forecasting and uncertainty reduction from dynamic monitoring-well data,synthetic simulation,not reported,deep learning surrogate plus likelihood-free Bayesian inference,"posterior hyperparameters, posterior permeability, pressure and saturation history matching",synthetic data-assimilation benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,calibrated_or_posterior_checked,confirmed_absent,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,encoded_or_simplified,scored,scored,scored,scored,scored,yes
VoThanh2026_DigitalTwinGNN,Toward Real-Time Digital Twins for CO₂ Storage: Graph Neural Network Ensembles for Multi-physics Forecasting and Risk Quantification,Hung Vo Thanh; Zhenxue Dai; Tao Zhang,2026,Rock Mechanics and Rock Engineering,https://doi.org/10.1007/s00603-026-05545-5,peer_reviewed_journal,dynamic_prediction_and_risk,geomechanics/seal risk,"Leakage, wellbore and containment risk",rapid scenario screening and monitoring-oriented risk forecasting,synthetic simulation,none,graph neural network ensemble,"gas saturation, formation-water pH, and vertical surface displacement",strict realization-level simulation split,confirmed_absent,confirmed_absent,same_distribution_only,confirmed_absent,calibrated_or_posterior_checked,not_applicable,inherited_or_discussed,not_reported,diagnostic_checked,encoded_or_simplified,encoded_or_simplified,not_applicable,not_reported,scored,scored,scored,scored,scored,yes
Diplas2026_DOEInjection,A Fully Automated Design of Experiments-Based Method for Rapidly Screening Near-Optimal CO2 Injection Strategies,Demis Diplas; Sofianos Panagiotis Fotias; Ismail Ismail; Spyridon Bellas; Vassilis Gaganis,2026,Energies,https://doi.org/10.3390/en19051361,peer_reviewed_journal,operation_control,injection optimization,Operation and control,screen well placement and rate allocations near operational pressure limits,synthetic simulation,none,response-surface surrogate and optimization,stored CO2 objective and bottom-hole-pressure constraints,held-out full-physics simulation cases,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,propagated_into_inference_or_decision,not_reported,diagnostic_checked,not_reported,encoded_or_simplified,confirmed_absent,not_applicable,not_applicable,scored,scored,scored,scored,scored,yes
Arafath2025_MalayBasinML,Permeability Prediction and Potential Site Assessment for CO2 Storage from Core Data and Well-Log Data in Malay Basin Using Advanced Machine Learning Algorithms,Md Yeasin Arafath; AKM Eahsanul Haque; Numair Ahmed Siddiqui; B. Venkateshwaran; Sohag Ali,2025,ACS Omega,https://doi.org/10.1021/acsomega.4c07242,peer_reviewed_journal,pre_injection,site screening,Screening and characterization,screen reservoir and caprock intervals for potential CO2 storage,field-derived database,"X field, Malay Basin",supervised classification,permeability class and storage/caprock interval suitability,held-out field data and 10-fold cross-validation,field_observation_comparison,confirmed_absent,confirmed_absent,confirmed_absent,deterministic_or_confirmed_absent,not_applicable,not_applicable,not_applicable,not_applicable,not_reported,not_reported,encoded_or_simplified,not_reported,scored,scored,scored,scored,scored,yes
TARGET_JointInversion2023_2022JB025372,Joint Inversion of Geophysical Data for Geologic Carbon Sequestration Monitoring: A Differentiable Physics‐Informed Neural Network Model,Mingliang Liu; Divakar Vashisth; Dario Grana; Tapan Mukerji,2023,Journal of Geophysical Research: Solid Earth,https://doi.org/10.1029/2022jb025372,peer_reviewed_journal,monitoring_mrv,multiphysics inversion,"Monitoring, inversion and updating",update plume and saturation interpretation from joint geophysical monitoring,synthetic monitoring,modified Sleipner benchmark; no observed field data used for ML validation,physics-informed inversion,porosity and time-lapse CO2 saturation fields; global rock-physics parameters,synthetic joint-inversion benchmark,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,not_reported,not_applicable,not_reported,not_reported,not_reported,not_reported,not_reported,encoded_or_simplified,encoded_or_simplified,scored,scored,scored,scored,scored,yes
TARGET_DRLGeoRisk2026_214483,Deep reinforcement learning optimizing for geological CO2 storage considering geomechanical and leakage risks,Gamze Erdogan Erten; Bo Zhang; Shuxin Qiao; Walid BenSaleh; Jeff Boisvert,2026,Geoenergy Science and Engineering,https://doi.org/10.1016/j.geoen.2026.214483,peer_reviewed_journal,operation_control,RL control,Operation and control,"optimize injection schedules subject to pressure, geomechanical, and leakage constraints",field-inspired simulation,Aquistore-inspired conditional geostatistical model; no observed field validation,deep reinforcement learning,"injection policy, stored mass, pressure, stress-risk and leakage-risk penalties",simulation optimization benchmark across held-out geologic realizations,confirmed_absent,confirmed_absent,confirmed_absent,confirmed_absent,not_reported,confirmed_absent,not_reported,diagnostic_checked,not_reported,encoded_or_simplified,not_reported,not_reported,not_reported,scored,scored,scored,scored,scored,yes
