record_id,title,authors,year,venue,doi_or_url,record_class,current_status,full_text_verified,full_text_source,full_text_version,main_quantitative_inclusion,status_or_exclusion_reason,evidence_page_or_section_note,source_inventory,application_group,notes
ESR_Pawar2023_168,Efficient subsurface carbon storage modeling with Fourier neural operator,Suraj Pawar; Pandu Devarakota; Faruk O. Alpak; Jeroen Snippe; Detlef Hohl,2023,Third International Meeting for Applied Geoscience & Energy Expanded Abstracts,https://doi.org/10.1190/image2023-3916936.1,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1190/image2023-3916936.1,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Zhou2026_127,Multiresolution Fourier Neural Operator Framework: A Novel Approach for Hydro-Geochemical Coupling Modeling in CO2 Geological Storage,Kaihu Zhou; Zhenhua Rui; Ting Hu; ZhenCheng Zhao; Kai Du; Farshid Torabi; Na Liu,2026,IPTC Summit on AI for the Energy Industry,https://doi.org/10.2523/iptc-25187-ms,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2523/iptc-25187-ms,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Tariq2023_174,Physics Informed Surrogate Model Development in Predicting Dynamic Temporal and Spatial Variations During CO2 Injection into Deep Saline Aquifers,Zeeshan Tariq; Bicheng Yan; Shuyu Sun,2023,SPE Reservoir Characterisation and Simulation Conference and Exhibition,https://doi.org/10.2118/212693-ms,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2118/212693-ms,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Zhang2025_178,"Physics-Informed Neural Networks for CO
                    
                      
                        
                        
                          2
                        
                      
                    
                    migration modeling in stratified saline aquifers: Applications in geological carbon sequestration",Jingjing Zhang; Shao-Ting Chiu; Ulisses Braga-Neto; Eduardo Gildin,2025,Geoenergy Science and Engineering,https://doi.org/10.1016/j.geoen.2025.213689,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.geoen.2025.213689,journal_article,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
Yehia2026_E2CORL,Integrated Reduced-Order Modeling and Reinforcement Learning for Intelligent Geological Carbon Storage Management: A Real-Time Optimization Framework for Complex 3D Heterogeneous Reservoirs,T. A. Yehia; Y. Falola; I. Eloghosa; G. G. Nair; J. Toms; D. N. Meehan,2026,"Carbon Capture, Utilization, and Storage Conference",https://doi.org/10.15530/ccus-2026-4413231,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.15530/ccus-2026-4413231,conference_paper,no,Conference/emerging-direction record; retained outside central maturity claims.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero. Reference-status resolution: conference/emerging direction only; not core evidence. Reference-status resolution: conference/emerging direction only; not core evidence.
ESR_Nunez2023_166,Transfer learning for geological carbon storage forecasting using neural operator,Andres Nunez; Siddharth Misra; Yusuf Falola,2025,Advances in Water Resources,https://doi.org/10.1016/j.advwatres.2025.104948,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.advwatres.2025.104948,journal_article,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Lozano2025_215,Unified deep-learning workflow for uncertainty reduction in subsurface carbon storage modeling through data assimilation of seismic-inverted CO2 maps,Moises Velasco-Lozano; Bailian Chen; Zhiwei Ma; Rajesh Pawar,2026,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2026.104582,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2026.104582,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record.
ESR_Lima2019_267,Geophysical data integration and machine learning for multi-target leakage estimation in geologic   carbon sequestration,Rafael Pires de Lima; Youzuo Lin,2019,SEG Technical Program Expanded Abstracts 2019,https://doi.org/10.1190/segam2019-3215405.1,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.1190/segam2019-3215405.1,conference_paper,no,SEG expanded abstract; retained as a supplementary leakage-ML example only.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Reference-status resolution: SEG expanded abstract; use only as supplementary leakage ML example. Reference-status resolution: SEG expanded abstract; use only as supplementary leakage ML example.
ESR_Sekar2025_239,CO2 Storage Risk Assessment: Leveraging Machine Learning Proxy Modeling for Predicting Fracture Growth and Leakage,Lokesh Kumar Sekar; Adeshina O. Badejo; Raghda Emera; Esuru Rita Okoroafor,2025,ADIPEC,https://doi.org/10.2118/229305-ms,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2118/229305-ms,conference_paper,no,Conference example; retained outside central geomechanics/seal maturity claims.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Reference-status resolution: ADIPEC/SPE conference example; not core geomechanics/seal maturity evidence. Reference-status resolution: ADIPEC/SPE conference example; not core geomechanics/seal maturity evidence.
ESR_Owusu2025_086,Estimating CO2 Saturation in Subsurface Geologic Reservoirs Using Pre-stack Seismic Attributes and Machine Learning,Papa Owusu; Rui Zhang,2025,"Proceedings of the 2025 Carbon Capture, Utilization, and Storage Conference",https://doi.org/10.15530/ccus-2025-4186155,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.15530/ccus-2025-4186155,conference_paper,no,CCUS proceedings example; not used for central field-validation claims.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Reference-status resolution: CCUS proceedings example; not core field-validation evidence. Reference-status resolution: CCUS proceedings example; not core field-validation evidence.
ESR_Singh2025_084,Time-lapse seismic inversion with for CO2 saturation and storage - A new hybrid machine learning approach,Shashank Singh; Aman Raj; Kuldeep Sarkar; Upendra K Singh,2025,2025 6th International Conference on Recent Advances in Information Technology (RAIT),https://doi.org/10.1109/rait65068.2025.11089471,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.1109/rait65068.2025.11089471,conference_paper,no,Title and full-paper status remain bibliographically uncertain; excluded from main text and quantitative synthesis.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Reference-status resolution: title appears malformed and full-paper status requires confirmation. Reference-status resolution: title appears malformed and full-paper status requires confirmation.
ESR_Vishal2025_213,"AI-Driven Reservoir Characterization for CO2 Storage: Integrating CNNs for Seismic Interpretation, Machine Learning, and Statistical Validation for Uncertainty Quantification, Risk Mitigation, and Storage Optimization in the Cauvery Basin",Abhinav Vishal,2025,SPE Annual Technical Conference and Exhibition,https://doi.org/10.2118/228830-stu,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2118/228830-stu,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,Local manual-acquisition PDF; unknown/not reported values were not scored as zero.
ESR_Wu2025_042,A Lightweight Machine Learning–Driven Framework for Prediction and Multi-Objective Optimization of Co2 Geological Storage,Xiao Wu; Meixue Liu; Zhejun Hu; Yingqi Huang; Xin Lv; Qingping Li; Yongchen Song; Lei Yang,2025,SSRN,https://doi.org/10.2139/ssrn.5342578,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2139/ssrn.5342578,preprint_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,Local manual-acquisition PDF; unknown/not reported values were not scored as zero.
ESR_Park2025_223,Deep learning-assisted THM-integrated InSAR modeling for CO2 storage characterization and surface deformation forecasting,Eunsil Park; Hyunmin Kim; Hyundon Shin; Honggeun Jo,2025,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2025.104461,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2025.104461,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record.
ESR_Qiao2025_125,Coupled Flow-Geomechanics Surrogate Model with Flexible Boundary Conditions for Geological CO2 Storage Using Fourier Neural Operator Based Gated Recurrent Network,S. Qiao; W. BenSaleh; B. Zhang,2025,SPE Reservoir Simulation Conference,https://doi.org/10.2118/223871-ms,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2118/223871-ms,conference_paper,no,SPE technical example; retained as supplementary emerging evidence only.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",Local manual-acquisition PDF; unknown/not reported values were not scored as zero. Reference-status resolution: SPE technical example; emerging coupled flow-geomechanics surrogate. Reference-status resolution: SPE technical example; emerging coupled flow-geomechanics surrogate.
Shokouhi2021_PhysicsInformedSite,Physics-informed deep learning for prediction of CO2 storage site response,Parisa Shokouhi; Vikas Kumar; Sumedha Prathipati; Seyyed A. Hosseini; Clyde Lee Giles; Daniel Kifer,2021,Journal of Contaminant Hydrology,https://doi.org/10.1016/j.jconhyd.2021.103835,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.jconhyd.2021.103835,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,Local manual-acquisition PDF; unknown/not reported values were not scored as zero.
Seabra2024_AIEnhancedDA,AI enhanced data assimilation and uncertainty quantification applied to Geological Carbon Storage,Gabriel Serrão Seabra; Nikolaj T. Mücke; Vinicius Luiz Santos Silva; Denis Voskov; Femke C. Vossepoel,2024,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2024.104190,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2024.104190,journal_article_with_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,"Page 1 abstract describes FNO/T-UNet surrogates, SH-ESMDA/SH-RML, high-fidelity posterior states, and GCS uncertainty quantification.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Legal arXiv full text used for extraction; journal DOI recorded; no unknown values scored as zero.
Gahlot2025_DigitalShadow,An uncertainty-aware digital shadow for underground multimodal CO2 storage monitoring,Abhinav Prakash Gahlot; Rafael Orozco; Ziyi Yin; Grant Bruer; Felix J Herrmann,2025,Geophysical Journal International,https://doi.org/10.1093/gji/ggaf176,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1093/gji/ggaf176,journal_article,yes,Meets the predeclared main-claim eligibility rule.,"Pages 1-2 describe 3D seismic monitoring, multiphase-flow dynamics, neural posterior density estimation, and conditional normalizing flows.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Unmapped applications,Legal arXiv full text; keep preprint status visible in reference-cleaning reports. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record.
Graham2020_BayesianGenerativeStorage,Bayesian Inversion Of Generative Models For Geologic Storage Of Carbon Dioxide,Gavin H. Graham; Yan Chen,2020,NeurIPS Workshop on Machine Learning and the Physical Sciences,https://arxiv.org/abs/2001.04829,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://arxiv.org/abs/2001.04829,conference_workshop_preprint,no,"Workshop/preprint record; retained as early method context, not central maturity evidence.","Pages 1-2 describe GAN-generated geologic volumes, posterior conditioning, historical flow data, and CO2 injection forecasting.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Legal arXiv full text; workshop/preprint record flagged for reference cleanup. Reference-status resolution: early arXiv/workshop method background only. Reference-status resolution: early arXiv/workshop method background only.
Tang2022_DLDataAssimilationForecasting,A deep learning-accelerated data assimilation and forecasting workflow for commercial-scale geologic carbon storage,Hewei Tang; Pengcheng Fu; Christopher S. Sherman; Jize Zhang; Xin Ju; François Hamon; Nicholas A. Azzolina; Matthew Burton-Kelly; Joseph P. Morris,2021,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2021.103488,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2021.103488,journal_article_open_access,yes,Meets the predeclared main-claim eligibility rule.,"Page 1 abstract describes ES-MDA, pressure-history and plume observations, CNN surrogates, forecast uncertainty, and commercial-scale synthetic validation.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Publisher open-access journal article available through arXiv; no unknown values scored as zero.
Teng2024_LikelihoodFreeDA,Likelihood-free inference and hierarchical data assimilation for geological carbon storage,Wenchao Teng; Louis J. Durlofsky,2025,Advances in Water Resources,https://doi.org/10.1016/j.advwatres.2025.104961,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.advwatres.2025.104961,journal_article,yes,Meets the predeclared main-claim eligibility rule.,"Pages 1-3 describe hierarchical data assimilation, SMC-ABC, ESMDA, 3D recurrent R-U-Net, monitoring-well data, and high-fidelity simulation comparisons.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Legal arXiv full text; peer-review status remains preprint/submitted. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record.
VoThanh2026_DigitalTwinGNN,Toward Real-Time Digital Twins for CO₂ Storage: Graph Neural Network Ensembles for Multi-physics Forecasting and Risk Quantification,Hung Vo Thanh; Zhenxue Dai; Tao Zhang,2026,Rock Mechanics and Rock Engineering,https://doi.org/10.1007/s00603-026-05545-5,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1007/s00603-026-05545-5,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Page 1 frames the model as an emulator rather than a conservation-enforcing THMC solver; the results report reliability diagnostics and less than 3% relative cumulative plume-volume difference.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",WP2 legal publisher full text; strict realization split is not coded as explicit OOD testing.
Diplas2026_DOEInjection,A Fully Automated Design of Experiments-Based Method for Rapidly Screening Near-Optimal CO2 Injection Strategies,Demis Diplas; Sofianos Panagiotis Fotias; Ismail Ismail; Spyridon Bellas; Vassilis Gaganis,2026,Energies,https://doi.org/10.3390/en19051361,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.3390/en19051361,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Methods define polynomial/RBF surrogates and BHP constraints; validation reports 2.12% mean absolute total error with 1.52% standard deviation.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,WP2 legal publisher full text; deterministic optimization evidence coded separately from uncertainty calibration.
Arafath2025_MalayBasinML,Permeability Prediction and Potential Site Assessment for CO2 Storage from Core Data and Well-Log Data in Malay Basin Using Advanced Machine Learning Algorithms,Md Yeasin Arafath; AKM Eahsanul Haque; Numair Ahmed Siddiqui; B. Venkateshwaran; Sohag Ali,2025,ACS Omega,https://doi.org/10.1021/acsomega.4c07242,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1021/acsomega.4c07242,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Abstract reports 99%/93% MLP train/test accuracy; the cross-validation section reports mean R2 0.9327 and correlation 0.9664.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Screening and characterization,WP2 legal publisher full text; field validation is limited to characterization data and is not storage-operation validation.
TARGET_JointInversion2023_2022JB025372,Joint Inversion of Geophysical Data for Geologic Carbon Sequestration Monitoring: A Differentiable Physics‐Informed Neural Network Model,Mingliang Liu; Divakar Vashisth; Dario Grana; Tapan Mukerji,2023,Journal of Geophysical Research: Solid Earth,https://doi.org/10.1029/2022jb025372,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1029/2022jb025372,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Methods and case-study sections describe a modified Sleipner synthetic benchmark; Table 5 reports lower joint-inversion RMSE than either modality alone.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",User-supplied complete journal PDF; central-claim eligible only for the coded synthetic-inversion finding.
TARGET_DRLGeoRisk2026_214483,Deep reinforcement learning optimizing for geological CO2 storage considering geomechanical and leakage risks,Gamze Erdogan Erten; Bo Zhang; Shuxin Qiao; Walid BenSaleh; Jeff Boisvert,2026,Geoenergy Science and Engineering,https://doi.org/10.1016/j.geoen.2026.214483,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.geoen.2026.214483,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Methods define pressure penalties at 90% of minimum principal stress; results compare the learned policy with CMA-ES and fixed-rate controls across geologic realizations.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,User-supplied complete peer-reviewed journal PDF; journal version replaces the 2025 conference precursor for evidence coding.
ESR_Chen2023_229,Spatial Data Assimilation and Risk Forecasting in Geologic CO2 Sequestration,Bailian Chen; Qinjun Kang; Rajesh J. Pawar,2023,SPE Western Regional Meeting,https://doi.org/10.2118/212975-ms,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2118/212975-ms,conference_paper,no,Complete conference paper; retained as supplementary verified evidence only.,"Case-study figures identify a synthetic ground-truth saturation model and add 1-10% noise to spatial observations at years 1, 3, and 5.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Complete SPE conference paper. Prior field-case coding was corrected: the study is synthetic and field_validated is confirmed absent.
ESR_Alkhowaildi2025_082,Optimizing Geologic Carbon Storage with Machine Learning: Impurity Effect on Trapping Mechanisms,Mustafa Alkhowaildi,2025,SPE Offshore Europe Conference & Exhibition,https://doi.org/10.2118/226801-ms,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2118/226801-ms,conference_paper,no,Conference proceedings; retained as supplementary verified evidence only.,Methods report 723 CMG-GEM runs and a 70/30 split; results report R2 near 0.99 and AAPE below 1.6% for the four trapping indices.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,Complete SPE conference paper; retained as supplementary verified primary evidence only.
ESR_Ganesh2024_070,Application of Machine Learning Tools for Uncertainty Quantification of Storage Capacity in Geological Co2 Storage Sites,Ajay Ganesh; Alireza Rangriz Shokri; Yessica Peralta Gil; Gonzalo Zambrano; Rick  J. Chalaturnyk; Erick Nickel,2024,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5020365,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2139/ssrn.5020365,conference_paper,no,GHGT conference/SSRN version; retained as supplementary verified evidence only.,"Methods report 99 CMG-GEM runs, a 90/10 split, a 90%-of-fracture-pressure BHP limit, and one million Monte Carlo surrogate evaluations.",evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Screening and characterization,Complete GHGT-17 conference paper distributed through SSRN; supplementary verified primary evidence only.
ESR_Mishra2022_076,Machine Learning Applications for Geologic Data Integration and Operational Data Analysis in Geologic Carbon Dioxide Storage Systems,Srikanta Mishra; Brandon Hill; Autumn Haagsma; Neeraj Gupta,2022,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4295004,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2139/ssrn.4295004,conference_paper,no,GHGT conference paper; not allowed to support a central maturity claim by itself.,Case studies use three Michigan reef wells and 243 cleaned Albion-Scipio wells; cross-well tests are explicitly less robust than within-well tests.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Cross-cutting and other,Complete GHGT-16 conference paper; field evidence is retained but the record cannot support a central maturity claim by itself.
ESR_Moncada2025_046,Influencing Factors and Prediction of Co2 Wettability in Coal Seams for Carbon Geo-Storage: Leveraging Data-Driven Machine Learning Approaches,Andreas  Fernandez Moncada; Muhammad Arif,2025,SSRN,https://doi.org/10.2139/ssrn.5295247,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.2139/ssrn.5295247,preprint,no,SSRN preprint; retained as supplementary emerging evidence only.,The title page states that the preprint has not been peer reviewed; methods describe 470 literature-derived observations and a 70/30 split.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Cross-cutting and other,Complete SSRN preprint; retained as supplementary emerging-direction evidence only and excluded from central maturity claims.
ESR_K2014_181,Optimization of CO2 Sequestration in Saline Aquifers,Ramesh K.; Zheming Zhang,2014,CO2 Sequestration and Valorization,https://doi.org/10.5772/57066,background_non_primary_anchor,context_only,yes,https://doi.org/10.5772/57066,journal_article,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.","Full text extracted; evidence terms detected: mass, pressure, plume, geomechanics, geochemistry",evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,injection optimization,coding_basis=metadata/title/rubric; source_status=core_metadata_screened_needs_full_text_check; full-text PDF extracted by automated OA workflow; verified full text but not counted as primary ML-CGS because ML method evidence was not detected
USGS2013_StorageResources,National Assessment of Geologic Carbon Dioxide Storage Resources: Results,U.S. Geological Survey Geologic Carbon Dioxide Storage Resources Assessment Team,2013,USGS Circular 1386,https://doi.org/10.3133/cir1386,background_non_primary_anchor,context_only,yes,https://doi.org/10.3133/cir1386,journal_article,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.","Full text extracted; evidence terms detected: geomechanics, geochemistry, rock/sensor physics",evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,site screening,legacy literature_matrix candidate; full-text PDF extracted by automated OA workflow; verified full text but not counted as primary ML-CGS because ML method evidence was not detected
ESR_Ref2013_072,National assessment of geologic carbon dioxide storage resources: Results,,2013,Circular,https://doi.org/10.3133/cir1386,background_non_primary_anchor,context_only,yes,https://doi.org/10.3133/cir1386,journal_article,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.","Full text extracted; evidence terms detected: geomechanics, geochemistry, rock/sensor physics",evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,capacity estimation,coding_basis=metadata/title/rubric; source_status=core_metadata_screened_needs_full_text_check; full-text PDF extracted by automated OA workflow; verified full text but not counted as primary ML-CGS because ML method evidence was not detected
ESR_Hannis2013_004,Monitoring the geological storage of CO 2,S.D. Hannis,2013,Geological Storage of Carbon Dioxide (CO2),https://doi.org/10.1533/9780857097279.1.68,background_non_primary_anchor,context_only,yes,https://doi.org/10.1533/9780857097279.1.68,journal_or_repository_full_text,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.",Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,monitoring background,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
ESR_Savioli2017_343,A model for CO2 storage and seismic monitoring combining multiphase fluid flow and wave propagation simulators. The Sleipner-field case,Gabriela B. Savioli; Juan E. Santos; José M. Carcione; Davide Gei,2017,Computational Geosciences,https://doi.org/10.1007/s10596-016-9607-y,background_non_primary_anchor,context_only,yes,https://doi.org/10.1007/s10596-016-9607-y,journal_or_repository_full_text,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.",Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,monitoring background,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
ESR_Twerda2018_202,CO2 Injection In Low Pressure Depleted Reservoirs,,,,,background_non_primary_anchor,context_only,no,Full text verified from an author-held or repository copy,background_anchor_pending_full_text,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.",not reported,evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,pressure surrogate,Demoted by legal blocker replacement pass V1; legal full text still optional for background use.
ESR_Ge2022_005,Effect of Fines Migration on CO2 Storage and Trapping in Aquifers,,,,,background_non_primary_anchor,context_only,no,Full text verified from an author-held or repository copy,background_anchor_pending_full_text,no,"Used for geoscience mechanism, field-project, benchmark-design, or review-positioning context; not counted as primary ML-CGS evidence.",not reported,evidence/BACKGROUND_NON_PRIMARY_ANCHORS.csv,plume/saturation surrogate,Demoted by legal blocker replacement pass V1; legal full text still optional for background use.
