analysis_version,analysis_status,sensitivity_family,scenario,metric,scenario_total_N,numerator,denominator,missing_or_unavailable_n,proportion,observed_fraction_of_scenario_total,wilson95_low,wilson95_high,positive_paper_ids,available_paper_ids
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,explicit_ood_testing,57,14,54,3,0.259,0.246,0.161,0.389,ESR_Chan2024_124;ESR_Hassani2024_118;ESR_Tang2022_226;ESR_Wu2025_042;ESR_Zhang2025_115;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;VoThanh2026_DigitalTwinGNN;Wen2021_PlumeDNN;Wen2022_UFNO;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,explicit_cross_site_testing,57,1,55,2,0.018,0.018,0.003,0.096,ESR_Wu2025_042,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,uncertainty_calibration_or_posterior_check,57,13,46,11,0.283,0.228,0.173,0.425,Crain2023_MonitoringHistory;ESR_Lozano2025_215;ESR_Tang2022_226;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Zhang2021_LearningInversionFreeForecast,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_PlumeDNN;Wen2022_UFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,surrogate_error_propagation,57,4,20,37,0.200,0.070,0.081,0.416,Diplas2026_DOEInjection;Han2024_HierarchicalMCMC;Lu2022_BayesianOptimization;Wang2025_4DHistoryMatching,Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Tang2022_226;ESR_Wu2025_042;ESR_Zheng2025_207;Han2024_HierarchicalMCMC;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;TARGET_DRLGeoRisk2026_214483;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2023_NestedFNO
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,any_physical_diagnostic_checked,57,23,42,15,0.548,0.404,0.399,0.688,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Kanakaki2025_045;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Um2024_091;ESR_Zheng2025_207;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Mo2018_EncoderDecoderUQ;TARGET_DRLGeoRisk2026_214483;Tang2024_GNNFaulted;VoThanh2026_DigitalTwinGNN;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Hassani2024_118;ESR_Kanakaki2025_045;ESR_Meng2025_211;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,available_case,red_zone_recode_criticality,57,0,0,57,,0.000,,,,
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,synthetic_led_evidence,56,43,54,2,0.796,0.768,0.671,0.882,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,score_ge3::field_evidence_score,56,8,56,0,0.143,0.143,0.074,0.257,Arafath2025_MalayBasinML;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Zhang2025_178;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2025_GISMLSite;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,score_ge3::physical_consistency_score,56,42,56,0,0.750,0.750,0.623,0.845,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,score_ge3::uncertainty_score,56,14,56,0,0.250,0.250,0.155,0.377,Crain2023_MonitoringHistory;ESR_Lozano2025_215;ESR_Tang2022_226;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,score_ge3::transferability_score,56,7,56,0,0.125,0.125,0.062,0.236,ESR_Wu2025_042;ESR_Zhang2025_115;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;VoThanh2026_DigitalTwinGNN;Wen2021_PlumeDNN,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,score_ge3::decision_readiness_score,56,11,56,0,0.196,0.196,0.113,0.318,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Tang2022_226;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;TARGET_DRLGeoRisk2026_214483;Wang2025_4DHistoryMatching;Wen2023_NestedFNO;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
IJGGC-V2-WP8-R2-FULL-57-PAPER-REVIEW-2026-07-30,full_57_paper_independent_review_with_author_adjudication,denominator_rule,complete_case,direct_field_validation,56,8,56,0,0.143,0.143,0.074,0.257,Arafath2025_MalayBasinML;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Zhang2025_178;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2025_GISMLSite;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
